id,name,exec_timing_type,efficacy_type,target_type,sub_target_type_set_id,passive_skill_effect_id,calc_option,turn,is_once,probability,causality_conditions,eff_value1,eff_value2,eff_value3,efficacy_values
2002450,Gohan's Roused Courage,7,1,1,0,,2,1,0,100,"{""source"": ""888"", ""compiled"": 888}",40,0,0,{}
2002451,Gohan's Resolve,1,3,1,0,,2,1,0,100,"{""source"": ""883"", ""compiled"": 883}",58,58,0,{}
2002452,Father's Resentment,1,5,13,0,,0,1,0,100,,2,0,0,{}
2002453,Avenging Defeat,3,9,3,0,,0,1,0,30,"{""source"": ""884"", ""compiled"": 884}",0,0,0,{}
2002454,Father's Encouragement,1,59,1,0,,2,1,0,100,,18,0,0,{}
2002455,Full Speed Ahead,5,98,1,0,,0,99,0,100,,1,3,5,{}
2002456,Makeshift Tag Team,5,98,1,0,,0,99,0,100,,1,4,5,{}
2002457,Breathing in Unison,5,98,1,0,,0,99,0,100,,1,6,5,{}
2002458,Victory of Love and Justice,1,2,12,0,,2,1,0,100,,50,0,0,{}
2002459,Taste of Freedom,1,3,1,0,,2,1,0,100,"{""source"": ""894"", ""compiled"": 894}",15,15,0,{}
2002460,Self-Serving Declaration of Victory,1,3,1,0,,2,1,0,100,"{""source"": ""894"", ""compiled"": 894}",20,20,0,{}
2002461,Piccolo and Krillin's Resolve,1,3,1,0,,2,1,0,100,"{""source"": ""902"", ""compiled"": 902}",100,100,0,{}
2002462,Granted Time,1,67,1,0,,0,1,0,50,,31,32,0,{}
2002463,Time of Conflict,1,67,1,0,,0,1,0,50,,31,32,0,{}
2002464,Moment of Decision,1,67,1,0,,0,1,0,50,,31,32,0,{}
2002465,Must-See Drama,1,76,1,0,,0,1,0,100,,0,0,0,{}
2002466,Rapid Fusion,1,3,1,0,,2,1,0,100,"{""source"": ""9"", ""compiled"": 9}",40,40,0,{}
2002467,How About That!,1,3,1,0,,2,1,0,100,"{""source"": ""9"", ""compiled"": 9}",70,70,0,{}
2002472,Fruits of Discipline,4,3,1,0,,2,1,0,100,"{""source"": ""555"", ""compiled"": 555}",8,8,0,{}
2002473,Power to Survive a Crisis,1,3,2,0,,2,1,0,100,"{""source"": ""685"", ""compiled"": 685}",20,20,0,{}
2002474,Power to Survive a Crisis,1,3,2,0,,2,1,0,100,"{""source"": ""685"", ""compiled"": 685}",30,30,0,{}
2002475,Intense Clash,5,5,1,0,,0,4,0,100,"{""source"": ""141"", ""compiled"": 141}",3,0,0,{}
2002476,Recognized Power,1,76,1,0,,0,1,0,100,"{""source"": ""50"", ""compiled"": 50}",0,0,0,{}
2002477,The Glamour of Adventure,1,3,1,0,,2,1,0,100,"{""source"": ""147"", ""compiled"": 147}",10,10,0,{}
2002480,Earth-Shaking Strength,1,68,1,0,,2,1,0,100,,32,3,30,{}
2002481,For The Dearly Beloved,1,5,1,0,,0,1,0,100,"{""source"": ""908"", ""compiled"": 908}",2,0,0,{}
2002483,100 Million Zeni Per Kill,4,3,1,0,,0,1,0,100,"{""source"": ""810"", ""compiled"": 810}",10108,10108,0,{}
2002484,20th Anniversary,4,3,1,0,,0,1,0,100,"{""source"": ""838"", ""compiled"": 838}",10108,10108,0,{}
2002485,Reunion Before the Storm,5,98,1,0,,2,99,0,100,,5,59,0,{}
2002486,Back to Nature,1,3,1,0,,2,1,0,100,"{""source"": ""907"", ""compiled"": 907}",58,58,0,{}
2002487,Puzzling Rhythm,1,91,1,0,,2,1,1,100,"{""source"": ""731"", ""compiled"": 731}",100,0,0,{}
2002488,Sharply Honed Ki,5,9,3,0,,0,1,0,30,,0,0,0,{}
2002489,Keen Weapon,5,9,3,0,,0,1,0,50,,0,0,0,{}
2002490,Genius Prince,5,3,3,0,,3,1,0,100,,40,40,0,{}
2002491,Blazing Morale,1,3,2,0,,2,1,0,100,,35,35,0,{}
2002493,Fight's Over!,7,3,1,0,,2,1,0,100,"{""source"": ""923"", ""compiled"": 923}",50,50,0,{}
2002494,First Transformation,1,5,13,84,,0,1,0,100,,2,0,0,{}
2002495,Near Completion,1,90,1,0,,0,1,0,100,"{""source"": ""927"", ""compiled"": 927}",18,0,0,{}
2002496,Thirst for Resolution,1,5,1,0,,0,1,0,100,"{""source"": ""929"", ""compiled"": 929}",3,0,0,{}
2002497,Smile that Summons Death,3,5,1,0,,0,1,0,100,"{""source"": ""934"", ""compiled"": 934}",3,0,0,{}
2002498,Ultimate Despair,3,5,1,0,,0,1,0,100,"{""source"": ""934"", ""compiled"": 934}",3,0,0,{}
2002499,Special Service Declaration,3,5,1,0,,0,1,0,100,"{""source"": ""934"", ""compiled"": 934}",3,0,0,{}
2002500,Further Evolution Challenge,3,5,1,0,,0,1,0,100,"{""source"": ""934"", ""compiled"": 934}",3,0,0,{}
2002501,New Golden Form,3,5,1,0,,0,1,0,100,"{""source"": ""934"", ""compiled"": 934}",3,0,0,{}
2002503,Evil Demon,5,98,1,0,,0,99,0,100,"{""source"": ""735|736"", ""compiled"": [""|"", 735, 736]}",2,6,5,{}
2002505,Super Saiyan for Starters,3,5,1,0,,0,1,0,100,"{""source"": ""941"", ""compiled"": 941}",3,0,0,{}
2002506,Super Saiyan to Surpass All Others,3,5,1,0,,0,1,0,100,"{""source"": ""941"", ""compiled"": 941}",3,0,0,{}
2002507,A Higher Level Super Saiyan,3,5,1,0,,0,1,0,100,"{""source"": ""941"", ""compiled"": 941}",3,0,0,{}
2002508,Divine Power Within,3,5,1,0,,0,1,0,100,"{""source"": ""941"", ""compiled"": 941}",3,0,0,{}
2002509,Saiyan that Wields Divine Power,3,1,1,0,,2,1,0,100,"{""source"": ""941"", ""compiled"": 941}",50,0,0,{}
2002510,Able Right-Hand Man,5,98,1,0,,2,99,0,100,,10,40,1,{}
2002512,Stifled Tears,4,3,1,0,,0,1,0,100,"{""source"": ""936"", ""compiled"": 936}",58000,58000,0,{}
2002513,Heightened Emotions,1,3,1,0,,0,1,0,100,"{""source"": ""937"", ""compiled"": 937}",59000,59000,0,{}
2002514,Brilliant Searching Skills,5,98,1,0,,2,99,0,100,,10,50,1,{}
2002515,Learning Received on Planet Yardrat,3,91,1,0,,2,1,0,100,"{""source"": ""945"", ""compiled"": 945}",50,0,0,{}
2002516,Learning Received on Planet Yardrat,5,98,1,0,,2,1,0,100,,20,59,0,{}
2002517,Contact with Ease,1,3,1,0,,2,1,0,100,"{""source"": ""948"", ""compiled"": 948}",18,18,0,{}
2002518,Contact with Ease,1,3,1,0,,2,1,0,100,"{""source"": ""948"", ""compiled"": 948}",18,18,0,{}
2002519,Duel of Might,4,24,3,0,,3,1,0,100,,0,0,0,{}
2002520,Undeniable Power,1,98,1,0,,2,99,0,100,,50,100,0,{}
2002521,New Battle Jacket,1,91,1,0,,2,1,0,100,,30,0,0,{}
2002522,Fierce Battle,1,91,1,0,,2,1,0,100,,30,0,0,{}
2002533,Saiyan Trait,4,3,1,0,,2,1,0,100,"{""source"": ""958"", ""compiled"": 958}",50,50,0,{}
2002534,Fierce Battle,1,91,1,0,,2,1,0,100,,50,0,0,{}
2002535,Fierce Battle,1,91,1,0,,2,1,0,100,,50,0,0,{}
2002536,Saiyan Trait,4,3,1,0,,2,1,0,100,"{""source"": ""958"", ""compiled"": 958}",60,60,0,{}
2002537,Saiyan Trait,4,3,1,0,,2,1,0,100,"{""source"": ""958"", ""compiled"": 958}",80,80,0,{}
2002539,Unspoken Irritation,1,3,1,0,,2,1,0,100,"{""source"": ""976"", ""compiled"": 976}",35,35,0,{}
2002540,No Regrets as a Warrior,1,1,1,0,,2,1,0,100,"{""source"": ""973"", ""compiled"": 973}",30,0,0,{}
2002541,Desperate for a Showdown,3,1,1,0,,2,1,0,100,"{""source"": ""971|972"", ""compiled"": [""|"", 971, 972]}",40,0,0,{}
2002542,The Super Saiyan's Final Showdown,7,81,1,0,,0,1,0,100,"{""source"": ""974"", ""compiled"": 974}",0,0,100,{}
2002543,Now This Is 100%,1,2,1,0,,2,6,1,100,,70,0,0,{}
2002544,Willing for a Showdown,1,1,1,0,,2,6,1,100,,40,0,0,{}
2002545,The Emperor's Final Showdown,7,81,1,0,,0,1,0,100,"{""source"": ""974"", ""compiled"": 974}",0,0,100,{}
2002546,Warrior Arriving Late,1,98,1,0,,2,99,0,100,,20,40,1,{}
2002547,Quick-Witted,1,98,1,0,,2,99,0,100,,20,60,1,{}
2002548,Second Transformation,5,98,1,0,,2,99,0,100,,5,50,1,{}
2002549,Super Monster,5,98,1,0,,2,99,0,100,,7,70,1,{}
2002550,Extraordinary Warrior,1,2,1,0,,2,5,1,100,,50,0,0,{}
2002551,Sinister Survivor,7,98,1,0,,2,99,0,100,"{""source"": ""981"", ""compiled"": 981}",20,80,1,{}
2002552,Sinister Survivor,7,98,1,0,,2,99,0,100,"{""source"": ""981"", ""compiled"": 981}",30,120,1,{}
2002553,Suppress,5,3,3,0,,3,2,0,100,,20,20,0,{}
2002554,Suppress,5,3,3,0,,3,2,0,100,,20,20,0,{}
2002555,Brilliant Searching Skills,5,98,1,0,,2,99,0,100,,10,60,1,{}
2002556,Brilliant Searching Skills,5,98,1,0,,2,99,0,100,,10,70,1,{}
2002557,Research and Preparation,4,3,1,0,,2,1,0,100,"{""source"": ""989"", ""compiled"": 989}",50,50,0,{}
2002558,Fabled Strength,1,3,1,0,,2,1,0,100,"{""source"": ""994"", ""compiled"": 994}",20,20,0,{}
2002559,The First Search for Dragon Balls,1,5,1,0,,0,7,1,100,,3,0,0,{}
2002560,Growing Resistance,1,18,2,0,,2,1,0,100,,0,20,20,{}
2002561,Feeling Good Today,1,3,1,0,,2,1,0,100,"{""source"": ""995"", ""compiled"": 995}",18,18,0,{}
2002564,Blue Blur,3,91,1,0,,2,1,0,100,"{""source"": ""1002"", ""compiled"": 1002}",50,0,0,{}
2002565,Blue Blur,3,91,1,0,,2,1,0,100,"{""source"": ""1002"", ""compiled"": 1002}",50,0,0,{}
2002566,Model Fighter,1,3,1,0,,2,1,0,100,"{""source"": ""9"", ""compiled"": 9}",70,70,0,{}
2002567,Model Fighter,1,3,1,0,,2,1,0,100,"{""source"": ""9"", ""compiled"": 9}",100,100,0,{}
2002568,Marcarita's Frank Advice,1,3,2,132,,2,1,0,100,,20,20,0,{}
2002569,Marcarita's Counsel,5,98,1,0,,2,99,0,100,,11,44,0,{}
2002570,Saiyan Intuition,1,98,1,0,,2,99,0,100,,20,40,0,{}
2002571,Saiyan Intuition,1,98,1,0,,2,99,0,100,,20,60,0,{}
2002572,Change of Fate,4,1,1,0,,2,1,0,100,"{""source"": ""1009"", ""compiled"": 1009}",40,0,0,{}
2002573,To the Planet of Hope,4,1,1,0,,2,1,0,100,"{""source"": ""1023"", ""compiled"": 1023}",30,0,0,{}
2002574,Like-Minded,4,1,1,0,,2,1,0,100,"{""source"": ""1023"", ""compiled"": 1023}",40,0,0,{}
2002575,Exchange of Thoughts,4,1,1,0,,2,1,0,100,"{""source"": ""1020"", ""compiled"": 1020}",50,0,0,{}
2002576,Exchange of Thoughts,4,1,1,0,,2,1,0,100,"{""source"": ""1020"", ""compiled"": 1020}",50,0,0,{}
2002577,Sharing the Same Thoughts,1,96,1,0,,0,1,0,100,,63,1,0,{}
2002578,Vegeta's Ambition,1,2,1,0,,2,1,0,100,"{""source"": ""1017"", ""compiled"": 1017}",100,0,0,{}
2002579,Vegeta's Chances of Winning,1,2,1,0,,2,1,0,100,"{""source"": ""1017"", ""compiled"": 1017}",120,0,0,{}
2002580,Vegeta's Pride,1,2,1,0,,2,1,0,100,"{""source"": ""1017"", ""compiled"": 1017}",150,0,0,{}
2002581,Vegeta's Pride,1,2,1,0,,2,1,0,100,"{""source"": ""1017"", ""compiled"": 1017}",150,0,0,{}
2002582,Carrying on His Pride,4,3,1,0,,2,1,0,100,"{""source"": ""1020"", ""compiled"": 1020}",59,59,0,{}
2002583,The One Who Knows the Truth,1,3,1,0,,2,1,0,100,"{""source"": ""966"", ""compiled"": 966}",35,35,0,{}
2002584,Target Acquired,5,98,1,0,,2,99,0,100,,10,40,1,{}
2002585,Target Acquired,5,98,1,0,,2,99,0,100,,20,60,1,{}
2002586,Clear Eyes and Honed Skills,1,3,2,0,,2,1,0,100,,10,10,0,{}
2002587,A Ray of Light,1,5,2,0,,0,1,0,100,,1,0,0,{}
2002588,Trembling Rage,1,5,2,0,,0,1,0,100,,2,0,0,{}
2002589,Strength Put to the Test,5,98,1,0,,2,99,0,100,,4,40,0,{}
2002590,Strength to Survive,5,98,1,0,,2,99,0,100,,6,60,0,{}
2002591,Stunning Power in the Face of Crisis,1,91,1,0,,2,1,0,100,,50,0,0,{}
2002592,Cabba's Resolve,1,3,1,0,,2,1,0,100,"{""source"": ""1032"", ""compiled"": 1032}",4,4,0,{}
2002593,Cabba's Vow,1,3,1,0,,2,1,0,100,"{""source"": ""1032"", ""compiled"": 1032}",6,6,0,{}
2002594,Super Combat Power Stimulation,1,81,1,0,,0,1,0,100,,0,0,50,{}
2002595,Match Clincher,1,2,1,0,,2,1,0,100,"{""source"": ""1042"", ""compiled"": 1042}",120,0,0,{}
2002596,Tough Elite Warrior,7,98,1,0,,2,99,0,100,"{""source"": ""1044"", ""compiled"": 1044}",40,80,0,{}
2002597,Universe 6's Pillar,3,1,1,0,,2,1,0,100,"{""source"": ""1045"", ""compiled"": 1045}",60,0,0,{}
2002598,Wipe Out the Target,4,3,1,0,,2,1,0,100,"{""source"": ""1048"", ""compiled"": 1048}",160,160,0,{}
2002600,Hard-Won Perseverance,1,81,1,0,,0,1,0,30,"{""source"": ""1054"", ""compiled"": 1054}",0,0,100,{}
2002603,Furious Super Elite,1,1,1,0,,2,1,0,100,"{""source"": ""1054"", ""compiled"": 1054}",80,0,0,{}
2002606,Rebellious Low-Class Warrior,4,1,1,0,,2,1,0,100,"{""source"": ""1054&1053"", ""compiled"": [""&"", 1054, 1053]}",80,0,0,{}
2002608,Light-Speed Pair,3,3,1,0,,2,1,0,100,"{""source"": ""1056|1057"", ""compiled"": [""|"", 1056, 1057]}",20,20,0,{}
2002609,Light-Speed Charge,3,3,1,0,,2,1,0,100,"{""source"": ""1056|1057"", ""compiled"": [""|"", 1056, 1057]}",30,30,0,{}
2002610,Advantage of Light Speed,3,3,1,0,,2,1,0,100,"{""source"": ""1056|1057"", ""compiled"": [""|"", 1056, 1057]}",60,60,0,{}
2002611,Mad Hacchan,1,68,1,0,,2,1,0,100,,448,2,2,{}
2002612,Friendly Androids,1,90,1,0,,2,1,0,100,"{""source"": ""1062"", ""compiled"": 1062}",17,0,0,{}
2002613,A Role to Play,1,90,1,0,,2,1,0,100,"{""source"": ""1064"", ""compiled"": 1064}",7,0,0,{}
2002614,A Role to Play,1,90,1,0,,2,1,0,100,"{""source"": ""1064"", ""compiled"": 1064}",7,0,0,{}
2002615,Super Aggressive,1,3,1,0,,2,1,0,100,"{""source"": ""1065"", ""compiled"": 1065}",20,20,0,{}
2002616,Super Aggressive,1,3,1,0,,2,1,0,100,"{""source"": ""1065"", ""compiled"": 1065}",30,30,0,{}
2002617,Caulifla's Trust,1,3,2,11,,2,1,0,100,,30,30,0,{}
2002618,Caulifla's Trust,1,3,2,11,,2,1,0,100,,30,30,0,{}
2002619,Our Pleasure,1,90,1,0,,0,1,0,100,"{""source"": ""1076"", ""compiled"": 1076}",30,0,0,{}
2002620,Our Pleasure,1,3,1,0,,2,1,0,100,"{""source"": ""1076"", ""compiled"": 1076}",70,70,0,{}
2002621,I Hate Humans,1,91,1,0,,0,1,0,100,"{""source"": ""1077"", ""compiled"": 1077}",30,0,0,{}
2002622,I Hate Humans,1,68,1,0,,2,1,0,100,,32,3,18,{}
2002623,True Ending,1,5,1,0,,0,1,0,100,"{""source"": ""1082"", ""compiled"": 1082}",3,0,0,{}
2002624,High-Speed Technique,1,81,1,0,,0,1,0,100,,0,50,0,{}
2002625,Super High-Speed Technique,1,81,1,0,,0,1,0,100,,0,70,0,{}
2002626,Prediction of Three Years Hence,4,3,1,0,,2,1,0,100,"{""source"": ""1086"", ""compiled"": 1086}",100,100,0,{}
2002627,Bodily Abnormality,1,13,1,0,,2,1,0,100,"{""source"": ""1092"", ""compiled"": 1092}",41,0,0,{}
2002628,Progressing Illness,1,5,1,0,,0,5,1,100,,5,0,0,{}
2002629,Steadfast Spirit,1,2,1,0,,2,1,0,100,"{""source"": ""1096"", ""compiled"": 1096}",40,0,0,{}
2002631,Transcendental Urge,4,3,1,0,,2,1,0,100,"{""source"": ""1100"", ""compiled"": 1100}",21,21,0,{}
2002632,Evil-Stained Body,1,4,1,0,,2,1,0,100,,15,0,0,{}
2002633,Data Link,1,3,1,0,,2,1,0,100,"{""source"": ""1105|1106|1107"", ""compiled"": [""|"", 1105, 1106, 1107]}",130,130,0,{}
2002634,Data Link,1,3,1,0,,2,1,0,100,"{""source"": ""1105|1106|1107|1109"", ""compiled"": [""|"", 1105, 1106, 1107, 1109]}",130,130,0,{}
2002635,Android Coordination,1,101,2,0,,2,99,0,100,"{""source"": ""1110"", ""compiled"": 1110}",0,0,0,{}
2002636,Android Coordination,1,3,1,0,,2,99,0,100,"{""source"": ""1110"", ""compiled"": 1110}",90,90,0,{}
2002637,Instantaneous Decision,4,81,1,0,,0,1,0,100,"{""source"": ""1113"", ""compiled"": 1113}",0,0,50,{}
2002638,Spellbound Technique,5,98,1,0,,0,99,0,100,"{""source"": ""1117"", ""compiled"": 1117}",1,3,5,{}
2002639,Divergence of Evil and Hatred,1,91,1,0,,2,1,0,100,,50,0,0,{}
2002640,Expanding Magic,1,2,2,0,,2,1,0,100,"{""source"": ""1120"", ""compiled"": 1120}",50,0,0,{}
2002641,Evolving for Conquest,1,78,1,0,,0,1,0,50,,0,0,0,{}
2002642,Full Power Unleashed,4,3,1,0,,2,1,0,100,"{""source"": ""1116"", ""compiled"": 1116}",70,70,0,{}
2002643,Visit of Darkness,1,2,1,0,,2,1,0,100,"{""source"": ""1128"", ""compiled"": 1128}",80,0,0,{}
2002644,Counter Slash,1,3,1,0,,2,1,0,100,"{""source"": ""1131"", ""compiled"": 1131}",80,80,0,{}
2002645,Warped Aesthetics,5,1,3,0,,3,1,0,100,"{""source"": ""1130"", ""compiled"": 1130}",30,0,0,{}
2002646,Two-Faced Putine,1,3,1,0,,2,1,0,100,"{""source"": ""1136"", ""compiled"": 1136}",8,8,0,{}
2002647,Putine's Sorcery,1,3,1,0,,2,1,0,100,"{""source"": ""1136"", ""compiled"": 1136}",12,12,0,{}
2002648,Light of Guidance,1,3,1,0,,2,1,0,100,"{""source"": ""1145"", ""compiled"": 1145}",20,20,0,{}
2002649,Protector of Gods,1,3,1,0,,2,1,0,100,"{""source"": ""1145"", ""compiled"": 1145}",30,30,0,{}
2002650,Child Lost in Space and Time,1,3,2,100,,2,1,0,100,,20,20,0,{}
2002651,Energetic Girl,1,3,2,100,,2,1,0,100,,40,40,0,{}
2002652,Awakening of the Dark King,1,61,1,0,,2,1,0,100,,10,10,0,{}
2002653,Body that Absorbed Space and Time,1,61,1,0,,2,1,0,100,,20,20,0,{}
2002654,Power to Freeze Time,4,3,1,0,,2,1,0,100,"{""source"": ""1150"", ""compiled"": 1150}",90,90,0,{}
2002655,Demigra's Secretary,4,1,1,0,,2,1,0,100,"{""source"": ""1162"", ""compiled"": 1162}",180,0,0,{}
2002656,Greatest Support,1,3,2,65,,2,1,0,100,,40,40,0,{}
2002657,Reliable Support,1,3,2,67,,2,1,0,100,,40,40,0,{}
2002658,Father and Son's Morale,5,98,1,0,,2,99,0,100,"{""source"": ""1170"", ""compiled"": 1170}",10,50,2,{}
2002659,Fusion of Master and Disciple,5,98,1,0,,2,99,0,100,"{""source"": ""1170"", ""compiled"": 1170}",30,120,1,{}
2002660,Elusive Super Warrior,5,98,1,0,,2,99,0,100,"{""source"": ""1170"", ""compiled"": 1170}",30,120,1,{}
2002661,Flash of Steel,1,90,1,0,,0,1,0,100,,50,0,0,{}
2002662,Unwavering Determination,1,3,1,0,,2,1,0,100,"{""source"": ""1174"", ""compiled"": 1174}",30,15,0,{}
2002663,Power to Confront Strong Foes,7,98,1,0,,2,99,0,100,"{""source"": ""1175"", ""compiled"": 1175}",10,60,0,{}
2002664,Toughness of Super Saiyan 3,7,98,1,0,,2,99,0,100,"{""source"": ""1175"", ""compiled"": 1175}",5,30,1,{}
2002665,Killing Time,1,68,1,0,,2,1,0,100,,2,3,20,{}
2002666,Long-Held Anticipation,1,68,1,0,,2,1,0,100,,2,3,35,{}
2002667,Data Verification,4,24,3,0,,3,1,0,100,"{""source"": ""1184"", ""compiled"": 1184}",0,0,0,{}
2002668,Energy Mastery,4,24,3,0,,3,1,0,100,"{""source"": ""1184"", ""compiled"": 1184}",0,0,0,{}
2002669,Remaining Warriors' Challenge,15,2,1,0,,2,1,0,100,"{""source"": ""1189"", ""compiled"": 1189}",30,0,0,{}
2002670,Remaining Warriors' Resistance,15,2,1,0,,2,1,0,100,"{""source"": ""1189"", ""compiled"": 1189}",40,0,0,{}
2002671,Remaining Warriors' Desperate Struggle,15,2,1,0,,2,1,0,100,"{""source"": ""1189"", ""compiled"": 1189}",58,0,0,{}
2002672,Hope-Inspiring Figure,1,1,1,0,,2,1,0,100,,258,0,0,{}
2002673,Android's True Power,1,2,13,0,,2,1,0,100,,50,0,0,{}
2002674,Signal Fire of Rebellion,1,5,2,0,,0,1,0,100,,2,0,0,{}
2002675,Target Confirmed,1,5,2,0,,0,1,0,100,,2,0,0,{}
2002676,Eye-Opening Performance,7,3,1,0,,2,3,0,100,"{""source"": ""1199"", ""compiled"": 1199}",80,80,0,{}
2002677,Demonic Vengeance,4,1,1,0,,2,1,1,100,"{""source"": ""2727&1203"", ""compiled"": [""&"", 2727, 1203]}",200,0,0,{}
2002678,Baby's Movement Tracking,1,3,1,0,,2,1,0,100,"{""source"": ""1204|1205"", ""compiled"": [""|"", 1204, 1205]}",100,100,0,{}
2002679,Whoop of Victory,1,3,1,0,,2,1,0,100,"{""source"": ""1206"", ""compiled"": 1206}",10,10,0,{}
2002680,Grand Wish,1,3,1,0,,2,1,0,100,"{""source"": ""1214"", ""compiled"": 1214}",30,30,0,{}
2002681,Courageous Soul,4,1,1,0,,2,1,0,100,"{""source"": ""1216"", ""compiled"": 1216}",59,0,0,{}
2002682,Joined Souls,15,3,1,0,,2,1,0,100,"{""source"": ""1217"", ""compiled"": 1217}",30,30,0,{}
2002683,Hope for the Future,6,13,1,0,,2,1,0,100,,70,0,0,{}
2002684,Adventure Beyond Time and Space,1,3,2,0,,2,1,0,50,,25,25,0,{}
2002685,Training Beyond Time and Space,4,1,1,0,,2,1,0,100,"{""source"": ""1224"", ""compiled"": 1224}",80,0,0,{}
2002686,Yamcha and Tien's Power,4,81,1,0,,0,1,0,100,"{""source"": ""1224&1225"", ""compiled"": [""&"", 1224, 1225]}",0,0,30,{}
2002687,Adventure Beyond Time and Space,1,3,2,0,,2,1,0,50,,25,25,0,{}
2002688,Adventure Beyond Time and Space,1,3,2,149,,2,1,0,100,,25,25,0,{}
2002689,Training Beyond Time and Space,4,1,1,0,,2,1,0,100,"{""source"": ""1227"", ""compiled"": 1227}",100,0,0,{}
2002690,Training Beyond Time and Space,4,1,1,0,,2,1,0,100,"{""source"": ""1227"", ""compiled"": 1227}",120,0,0,{}
2002691,Yamcha and Tien's Power,4,81,1,0,,0,1,0,100,"{""source"": ""1227&1228"", ""compiled"": [""&"", 1227, 1228]}",0,0,30,{}
2002692,Yamcha and Tien's Power,4,81,1,0,,0,1,0,100,"{""source"": ""1227&1228"", ""compiled"": [""&"", 1227, 1228]}",0,0,30,{}
2002693,Burning Desire to Protect,3,81,1,0,,0,1,0,100,,0,0,30,{}
2002694,Power to Never Lose,3,81,1,0,,0,1,0,100,,0,0,30,{}
2002695,"Battle-Loving, Kind-Hearted Saiyan",4,3,1,0,,2,1,0,100,"{""source"": ""1229"", ""compiled"": 1229}",50,50,0,{}
2002696,Endless Cataclysm,5,98,1,0,,2,99,0,100,,20,60,0,{}
2002697,Eternal Cataclysm,5,98,1,0,,2,99,0,100,,30,120,0,{}
2002698,Best Course of Action,1,3,1,0,,2,1,0,100,"{""source"": ""1238"", ""compiled"": 1238}",25,25,0,{}
2002699,Best Course of Action,1,3,1,0,,2,1,0,100,"{""source"": ""1238"", ""compiled"": 1238}",30,30,0,{}
2002700,"New Power, New Companions",11,81,1,0,,0,1,0,100,,0,50,50,{}
2002701,"New Power, New Companions",11,81,1,0,,0,1,0,100,,0,70,70,{}
2002702,Magnificent Leap,4,2,1,0,,2,1,0,100,"{""source"": ""1245"", ""compiled"": 1245}",30,0,0,{}
2002703,Magnificent Leap,4,2,1,0,,2,1,0,100,"{""source"": ""1245"", ""compiled"": 1245}",50,0,0,{}
2002704,Pursuit of Coolness,4,3,1,0,,2,1,0,100,"{""source"": ""1245"", ""compiled"": 1245}",40,40,0,{}
2002705,Pursuit of Coolness,4,3,1,0,,2,1,0,100,"{""source"": ""1245"", ""compiled"": 1245}",58,58,0,{}
2002706,Certain Destruction,5,98,1,0,,2,99,0,100,"{""source"": ""435"", ""compiled"": 435}",10,30,2,{}
2002707,Self-Sacrifice,1,5,1,0,,0,1,1,100,"{""source"": ""27"", ""compiled"": 27}",8,0,0,{}
2002708,At the Mercy of Evil,1,3,1,0,,2,1,0,100,"{""source"": ""1255"", ""compiled"": 1255}",30,30,0,{}
2002709,Pacification,1,3,1,0,,2,1,0,100,,120,120,0,{}
2002710,Potent Malice,4,3,1,0,,2,1,0,100,"{""source"": ""1253&1258"", ""compiled"": [""&"", 1253, 1258]}",50,50,0,{}
2002711,Certain Destruction,5,98,1,0,,2,99,0,100,"{""source"": ""1260"", ""compiled"": 1260}",10,30,2,{}
2002712,Self-Sacrifice,1,90,1,0,,0,1,0,100,,30,0,0,{}
2002713,At the Mercy of Evil,1,3,1,0,,2,1,0,100,"{""source"": ""1263"", ""compiled"": 1263}",60,60,0,{}
2002714,Pacification,1,3,1,0,,2,1,0,100,,150,150,0,{}
2002715,Potent Malice,4,3,1,0,,2,1,0,100,"{""source"": ""1259&1269"", ""compiled"": [""&"", 1259, 1269]}",100,100,0,{}
2002716,Coordinated Attack,1,2,1,0,,2,1,0,100,"{""source"": ""1271"", ""compiled"": 1271}",50,0,0,{}
2002717,Coordinated Attack,1,2,1,0,,2,1,0,100,"{""source"": ""1271"", ""compiled"": 1271}",50,0,0,{}
2002718,Coordinated Attack,1,2,1,0,,2,1,0,100,"{""source"": ""1271"", ""compiled"": 1271}",50,0,0,{}
2002719,Bearing Hope,4,1,1,0,,2,1,0,100,"{""source"": ""1274"", ""compiled"": 1274}",50,0,0,{}
2002720,Potara of Hope,7,98,1,0,,2,99,0,100,"{""source"": ""1275"", ""compiled"": 1275}",5,30,3,{}
2002721,Know No Bounds,1,5,2,0,,0,1,0,100,,3,0,0,{}
2002722,Favorite Candy,1,91,1,0,,2,1,0,100,,30,0,0,{}
2002723,Energy From All Earthlings,1,98,1,0,,2,99,0,100,,10,30,2,{}
2002724,Desperate Shout,1,98,1,0,,2,99,0,100,,10,30,3,{}
2002725,Divine Warriors' Breath,1,68,1,0,,2,1,0,100,,32,4,7,{}
2002726,Divine Warriors in Sync,1,68,1,0,,2,1,0,100,,32,4,7,{}
2002727,Super Saiyan God Duo,1,78,1,0,,0,1,1,100,,0,0,0,{}
2002728,Super Saiyan Blue Transformation!,4,81,1,0,,0,1,0,100,"{""source"": ""1282"", ""compiled"": 1282}",0,0,100,{}
2002729,Power to Survive,4,24,3,0,,2,1,0,100,"{""source"": ""1285"", ""compiled"": 1285}",0,0,0,{}
2002730,Fight to Survive,4,24,3,0,,2,1,0,100,"{""source"": ""1285"", ""compiled"": 1285}",0,0,0,{}
2002731,Warrior Race's Resonance,1,68,1,0,,2,1,0,100,,32,4,7,{}
